"date","time","latitude","longitude","velocity","numSatellites","temperature","pressure","altitude"
"28-04-23","14:35:31","4030.916","-8851.668","20.282","9","-25.16837","27965.68","10285.97"
"28-04-23","14:36:02","4031.019","-8851.497","28.949","9","-30.66128","27249.75","10493.18"
"28-04-23","14:36:33","4031.146","-8851.203","34.901","9","-30.66128","25898.61","10899.51"
"28-04-23","14:37:04","4031.242","-8850.959","31.656","9","-33.04276","25597.99","10992.8"
"28-04-23","14:37:35","4031.379","-8850.644","36.396","8","-33.04276","24032.66","11496.97"
"28-04-23","14:38:06","4031.551","-8850.205","37.066","9","-30.54882","24337.95","11396.11"
"28-04-23","14:38:37","4031.717","-8849.791","46.122","9","-30.54882","23163.91","11791.14"
"28-04-23","14:39:08","4031.846","-8849.39","48.783","9","-30.93723","23117.36","11807.22"
"28-04-23","14:39:39","4031.97","-8848.96","44.45","10","-30.93723","21731.18","12301.28"
"28-04-23","14:40:10","4032.07","-8848.628","37.472","9","-34.37107","21332.0","12449.42"
"28-04-23","14:40:41","","","","9","-34.37107","20261.81","12860.67"
"28-04-23","14:41:12","","","","0","-34.0223","20301.1","12845.19"
"28-04-23","14:41:43","","","","0","-34.0223","18848.6","13438.34"
"28-04-23","14:42:14","","","","0","-32.44331","19022.54","13364.94"
"28-04-23","14:42:45","","","","0","-32.44331","18031.21","13792.57"
"28-04-23","14:43:16","","","","0","-32.70306","18003.36","13804.92"
"28-04-23","14:43:47","","","","0","-32.70306","17245.16","14148.7"
"28-04-23","14:44:18","","","","0","-33.53014","17157.36","14189.49"
"28-04-23","14:44:49","","","","0","-33.53014","16201.71","14647.4"
"28-04-23","14:45:20","","","","0","-35.3498","16014.08","14740.47"
"28-04-23","14:45:51","","","","0","-35.3498","14868.42","15333.56"
"28-04-23","14:46:22","","","","0","-33.17402","15086.91","15217.0"
"28-04-23","14:46:53","","","","0","-33.17402","14477.18","15546.62"
"28-04-23","14:47:24","","","","0","-34.7494","14321.3","15633.12"
"28-04-23","14:47:55","","","","0","-34.7494","13250.16","16254.24"
"28-04-23","14:48:26","","","","0","-35.76336","13152.47","16313.37"
"28-04-23","14:48:57","","","","0","-35.76336","12998.91","16407.2"
"28-04-23","14:49:28","","","","0","-35.94365","12981.21","16418.09"
"28-04-23","14:49:59","","","","0","-35.94365","12527.81","16702.15"
"28-04-23","14:50:30","","","","0","-37.36729","12393.19","16788.48"
"28-04-23","14:51:01","","","","0","-37.36729","11774.32","17197.77"
"28-04-23","14:51:32","","","","0","-36.68557","11838.05","17154.64"
"28-04-23","14:52:03","","","","0","-36.68557","10995.15","17744.82"
"28-04-23","14:52:34","","","","0","-35.65273","11089.24","17676.74"
"28-04-23","14:53:05","","","","0","-35.65273","10312.42","18257.02"
"28-04-23","14:53:36","","","","0","-34.93964","10375.95","18207.95"
"28-04-23","14:54:07","","","","0","-34.93964","10014.89","18490.94"
